,Home Team,Away Team,GAME_DATE,GAME_ID
2,LAL,BOS,2021-12-07,0022100365
4,SAS,NYK,2021-12-07,0022100364
10,DAL,BKN,2021-12-07,0022100363
14,CHI,DEN,2021-12-06,0022100357
16,MIL,CLE,2021-12-06,0022100358
18,DET,OKC,2021-12-06,0022100354
19,IND,WAS,2021-12-06,0022100355
20,MIN,ATL,2021-12-06,0022100359
22,MIA,MEM,2021-12-06,0022100356
24,CHA,PHI,2021-12-06,0022100353
29,PHX,SAS,2021-12-06,0022100360
32,GSW,ORL,2021-12-06,0022100361
34,POR,LAC,2021-12-06,0022100362
40,HOU,NOP,2021-12-05,0022100352
41,TOR,WAS,2021-12-05,0022100351
43,ATL,CHA,2021-12-05,0022100350
50,CLE,UTA,2021-12-05,0022100349
54,DAL,MEM,2021-12-04,0022100345
58,GSW,SAS,2021-12-04,0022100346
62,MIL,MIA,2021-12-04,0022100344
64,BKN,CHI,2021-12-04,0022100343
67,NYK,DEN,2021-12-04,0022100342
72,POR,BOS,2021-12-04,0022100347
74,SAC,LAC,2021-12-04,0022100348
78,WAS,CLE,2021-12-03,0022100334
82,IND,MIA,2021-12-03,0022100333
88,BKN,MIN,2021-12-03,0022100336
90,ATL,PHI,2021-12-03,0022100335
91,GSW,PHX,2021-12-03,0022100340
95,LAL,LAC,2021-12-03,0022100341
101,UTA,BOS,2021-12-03,0022100339
103,DAL,NOP,2021-12-03,0022100338
108,HOU,ORL,2021-12-03,0022100337
110,MEM,OKC,2021-12-02,0022100330
111,TOR,MIL,2021-12-02,0022100329
113,NYK,CHI,2021-12-02,0022100328
117,POR,SAS,2021-12-02,0022100332
119,PHX,DET,2021-12-02,0022100331
124,LAC,SAC,2021-12-01,0022100327
125,BOS,PHI,2021-12-01,0022100322
130,IND,ATL,2021-12-01,0022100319
131,MIL,CHA,2021-12-01,0022100324
133,OKC,HOU,2021-12-01,0022100326
137,NOP,DAL,2021-12-01,0022100325
139,MIA,CLE,2021-12-01,0022100323
142,ORL,DEN,2021-12-01,0022100320
144,WAS,MIN,2021-12-01,0022100321
146,BKN,NYK,2021-11-30,0022100314
147,SAC,LAL,2021-11-30,0022100318
149,POR,DET,2021-11-30,0022100317
152,TOR,MEM,2021-11-30,0022100315
154,PHX,GSW,2021-11-30,0022100316
158,PHI,ORL,2021-11-29,0022100305
160,MIA,DEN,2021-11-29,0022100306
161,HOU,OKC,2021-11-29,0022100308
163,CHI,CHA,2021-11-29,0022100307
167,MIN,IND,2021-11-29,0022100309
169,DAL,CLE,2021-11-29,0022100310
171,SAS,WAS,2021-11-29,0022100311
173,UTA,POR,2021-11-29,0022100312
178,LAC,NOP,2021-11-29,0022100313
187,LAL,DET,2021-11-28,0022100304
189,TOR,BOS,2021-11-28,0022100302
191,MEM,SAC,2021-11-28,0022100303
197,IND,MIL,2021-11-28,0022100301
199,LAC,GSW,2021-11-28,0022100300
206,BKN,PHX,2021-11-27,0022100294
207,CLE,ORL,2021-11-27,0022100295
210,UTA,NOP,2021-11-27,0022100299
213,CHI,MIA,2021-11-27,0022100296
216,DAL,WAS,2021-11-27,0022100298
219,HOU,CHA,2021-11-27,0022100297
227,PHI,MIN,2021-11-27,0022100292
229,ATL,NYK,2021-11-27,0022100293
235,OKC,WAS,2021-11-26,0022100286
237,IND,TOR,2021-11-26,0022100284
239,MEM,ATL,2021-11-26,0022100285
241,ORL,CHI,2021-11-26,0022100283
243,NYK,PHX,2021-11-26,0022100282
244,LAC,DET,2021-11-26,0022100280
247,CHA,MIN,2021-11-26,0022100281
250,UTA,NOP,2021-11-26,0022100289
253,GSW,POR,2021-11-26,0022100290
255,LAL,SAC,2021-11-26,0022100291
257,DEN,MIL,2021-11-26,0022100288
265,SAS,BOS,2021-11-26,0022100287
268,OKC,UTA,2021-11-24,0022100276
269,MIL,DET,2021-11-24,0022100273
272,CLE,PHX,2021-11-24,0022100267
274,ORL,CHA,2021-11-24,0022100269
275,BOS,BKN,2021-11-24,0022100270
276,IND,LAL,2021-11-24,0022100268
282,MIN,MIA,2021-11-24,0022100274
283,MEM,TOR,2021-11-24,0022100272
285,SAS,ATL,2021-11-24,0022100277
287,NOP,WAS,2021-11-24,0022100275
288,GSW,PHI,2021-11-24,0022100278
290,SAC,POR,2021-11-24,0022100279
296,HOU,CHI,2021-11-24,0022100271
298,NYK,LAL,2021-11-23,0022100264
299,DET,MIA,2021-11-23,0022100263
306,LAC,DAL,2021-11-23,0022100266
308,POR,DEN,2021-11-23,0022100265
314,BOS,HOU,2021-11-22,0022100256
316,CLE,BKN,2021-11-22,0022100253
318,ATL,OKC,2021-11-22,0022100255
319,CHI,IND,2021-11-22,0022100257
322,WAS,CHA,2021-11-22,0022100254
323,MIL,ORL,2021-11-22,0022100258
327,SAS,PHX,2021-11-22,0022100260
328,NOP,MIN,2021-11-22,0022100259
330,SAC,PHI,2021-11-22,0022100262
333,UTA,MEM,2021-11-22,0022100261
336,DET,LAL,2021-11-21,0022100249
337,LAC,DAL,2021-11-21,0022100248
347,PHX,DEN,2021-11-21,0022100251
349,CHI,NYK,2021-11-21,0022100250
351,GSW,TOR,2021-11-21,0022100252
358,SAC,UTA,2021-11-20,0022100247
359,WAS,MIA,2021-11-20,0022100241
361,IND,NOP,2021-11-20,0022100240
363,BOS,OKC,2021-11-20,0022100243
366,ATL,CHA,2021-11-20,0022100242
369,NYK,HOU,2021-11-20,0022100239
371,POR,PHI,2021-11-20,0022100246
373,MIN,MEM,2021-11-20,0022100245
375,MIL,ORL,2021-11-20,0022100244
381,MIL,OKC,2021-11-19,0022100234
387,SAC,TOR,2021-11-19,0022100238
391,PHX,DAL,2021-11-19,0022100237
393,DEN,CHI,2021-11-19,0022100236
396,BOS,LAL,2021-11-19,0022100232
398,NOP,LAC,2021-11-19,0022100235
400,BKN,ORL,2021-11-19,0022100233
402,CHA,IND,2021-11-19,0022100230
404,DET,GSW,2021-11-19,0022100231
410,UTA,TOR,2021-11-18,0022100229
412,DEN,PHI,2021-11-18,0022100228
420,MIN,SAS,2021-11-18,0022100227
422,MEM,LAC,2021-11-18,0022100226
425,CLE,GSW,2021-11-18,0022100224
428,MIA,WAS,2021-11-18,0022100225
432,BKN,CLE,2021-11-17,0022100216
433,CHA,WAS,2021-11-17,0022100213
434,ATL,BOS,2021-11-17,0022100215
439,MIN,SAC,2021-11-17,0022100220
442,OKC,HOU,2021-11-17,0022100221
447,MIL,LAL,2021-11-17,0022100219
449,DET,IND,2021-11-17,0022100214
450,MIA,NOP,2021-11-17,0022100217
456,NYK,ORL,2021-11-17,0022100218
458,POR,CHI,2021-11-17,0022100223
460,PHX,DAL,2021-11-17,0022100222
468,BKN,GSW,2021-11-16,0022100210
469,UTA,PHI,2021-11-16,0022100211
471,LAC,SAS,2021-11-16,0022100212
476,DET,SAC,2021-11-15,0022100200
477,DAL,DEN,2021-11-15,0022100204
478,CLE,BOS,2021-11-15,0022100199
482,LAL,CHI,2021-11-15,0022100209
483,OKC,MIA,2021-11-15,0022100207
484,MIN,PHX,2021-11-15,0022100206
485,NYK,IND,2021-11-15,0022100203
489,MEM,HOU,2021-11-15,0022100205
490,ATL,ORL,2021-11-15,0022100202
493,WAS,NOP,2021-11-15,0022100201
496,POR,TOR,2021-11-15,0022100208
503,LAC,CHI,2021-11-14,0022100198
506,DEN,POR,2021-11-14,0022100197
510,CHA,GSW,2021-11-14,0022100194
512,LAL,SAS,2021-11-14,0022100192
515,HOU,PHX,2021-11-14,0022100195
518,OKC,BKN,2021-11-14,0022100196
521,ATL,MIL,2021-11-14,0022100193
524,LAC,MIN,2021-11-13,0022100191
526,UTA,MIA,2021-11-13,0022100185
531,ORL,WAS,2021-11-13,0022100187
533,NOP,MEM,2021-11-13,0022100188
536,IND,PHI,2021-11-13,0022100186
540,CLE,BOS,2021-11-13,0022100190
542,TOR,DET,2021-11-13,0022100189
547,CLE,DET,2021-11-12,0022100176
550,BOS,MIL,2021-11-12,0022100175
552,MEM,PHX,2021-11-12,0022100178
554,OKC,SAC,2021-11-12,0022100180
556,NOP,BKN,2021-11-12,0022100179
559,HOU,POR,2021-11-12,0022100177
565,SAS,DAL,2021-11-12,0022100181
568,DEN,ATL,2021-11-12,0022100182
571,CHA,NYK,2021-11-12,0022100174
573,GSW,CHI,2021-11-12,0022100183
575,LAL,MIN,2021-11-12,0022100184
580,UTA,IND,2021-11-11,0022100172
582,LAC,MIA,2021-11-11,0022100173
592,PHI,TOR,2021-11-11,0022100171
598,NOP,OKC,2021-11-10,0022100165
599,SAS,SAC,2021-11-10,0022100166
600,BOS,TOR,2021-11-10,0022100160
603,CLE,WAS,2021-11-10,0022100158
605,ORL,BKN,2021-11-10,0022100159
608,LAL,MIA,2021-11-10,0022100170
611,GSW,MIN,2021-11-10,0022100169
613,DEN,IND,2021-11-10,0022100167
618,MEM,CHA,2021-11-10,0022100164
619,NYK,MIL,2021-11-10,0022100161
620,CHI,DAL,2021-11-10,0022100163
623,HOU,DET,2021-11-10,0022100162
628,PHX,POR,2021-11-10,0022100168
631,UTA,ATL,2021-11-09,0022100156
634,LAC,POR,2021-11-09,0022100157
636,PHI,MIL,2021-11-09,0022100155
638,CHI,BKN,2021-11-08,0022100148
640,DAL,NOP,2021-11-08,0022100150
641,MEM,MIN,2021-11-08,0022100149
643,DEN,MIA,2021-11-08,0022100151
648,GSW,ATL,2021-11-08,0022100152
650,SAC,PHX,2021-11-08,0022100153
652,PHI,NYK,2021-11-08,0022100147
655,LAL,CHA,2021-11-08,0022100154
658,SAC,IND,2021-11-07,0022100143
662,OKC,SAS,2021-11-07,0022100144
665,LAC,CHA,2021-11-07,0022100146
667,GSW,HOU,2021-11-07,0022100145
669,WAS,MIL,2021-11-07,0022100142
671,ORL,UTA,2021-11-07,0022100141
673,NYK,CLE,2021-11-07,0022100140
675,TOR,BKN,2021-11-07,0022100139
683,CHI,PHI,2021-11-06,0022100135
685,POR,LAL,2021-11-06,0022100138
687,PHX,ATL,2021-11-06,0022100137
688,DEN,HOU,2021-11-06,0022100133
696,MIA,UTA,2021-11-06,0022100134
697,DAL,BOS,2021-11-06,0022100136
710,TOR,CLE,2021-11-05,0022100127
713,MIL,NYK,2021-11-05,0022100128
716,DET,BKN,2021-11-05,0022100124
718,WAS,MEM,2021-11-05,0022100126
720,ORL,SAS,2021-11-05,0022100125
732,GSW,NOP,2021-11-05,0022100130
734,SAC,CHA,2021-11-05,0022100132
736,POR,IND,2021-11-05,0022100131
742,MIN,LAC,2021-11-05,0022100129
746,DET,PHI,2021-11-04,0022100119
748,ATL,UTA,2021-11-04,0022100120
750,MIA,BOS,2021-11-04,0022100121
752,PHX,HOU,2021-11-04,0022100122
754,LAL,OKC,2021-11-04,0022100123
756,IND,NYK,2021-11-03,0022100109
758,GSW,CHA,2021-11-03,0022100117
762,SAS,DAL,2021-11-03,0022100116
763,BKN,ATL,2021-11-03,0022100113
764,WAS,TOR,2021-11-03,0022100112
766,SAC,NOP,2021-11-03,0022100118
768,MIN,LAC,2021-11-03,0022100115
769,PHI,CHI,2021-11-03,0022100111
772,MEM,DEN,2021-11-03,0022100114
774,CLE,POR,2021-11-03,0022100108
777,ORL,BOS,2021-11-03,0022100110
780,UTA,SAC,2021-11-02,0022100105
781,PHX,NOP,2021-11-02,0022100106
782,DET,MIL,2021-11-02,0022100103
784,LAL,HOU,2021-11-02,0022100107
786,DAL,MIA,2021-11-02,0022100104
790,MIN,ORL,2021-11-01,0022100101
791,LAC,OKC,2021-11-01,0022100102
794,IND,SAS,2021-11-01,0022100095
795,ATL,WAS,2021-11-01,0022100097
797,BOS,CHI,2021-11-01,0022100098
798,MEM,DEN,2021-11-01,0022100100
801,NYK,TOR,2021-11-01,0022100099
802,CHA,CLE,2021-11-01,0022100094
805,PHI,POR,2021-11-01,0022100096
808,BKN,DET,2021-10-31,0022100092
809,MIL,UTA,2021-10-31,0022100091
811,DAL,SAC,2021-10-31,0022100089
812,CHA,POR,2021-10-31,0022100090
813,LAL,HOU,2021-10-31,0022100093
820,CHI,UTA,2021-10-30,0022100083
821,GSW,OKC,2021-10-30,0022100086
823,MIN,DEN,2021-10-30,0022100087
825,PHX,CLE,2021-10-30,0022100088
829,WAS,BOS,2021-10-30,0022100078
831,DET,ORL,2021-10-30,0022100079
833,NOP,NYK,2021-10-30,0022100080
835,IND,TOR,2021-10-30,0022100081
837,PHI,ATL,2021-10-30,0022100082
839,MEM,MIA,2021-10-30,0022100084
841,MIL,SAS,2021-10-30,0022100085
844,TOR,ORL,2021-10-29,0022100071
845,DEN,DAL,2021-10-29,0022100075
846,LAL,CLE,2021-10-29,0022100077
850,MIA,CHA,2021-10-29,0022100073
852,BKN,IND,2021-10-29,0022100072
859,POR,LAC,2021-10-29,0022100076
862,NOP,SAC,2021-10-29,0022100074
864,DAL,SAS,2021-10-28,0022100069
865,GSW,MEM,2021-10-28,0022100070
866,HOU,UTA,2021-10-28,0022100068
867,PHI,DET,2021-10-28,0022100065
869,WAS,ATL,2021-10-28,0022100066
871,CHI,NYK,2021-10-28,0022100067
876,NOP,ATL,2021-10-27,0022100059
877,LAC,CLE,2021-10-27,0022100064
879,OKC,LAL,2021-10-27,0022100061
882,BKN,MIA,2021-10-27,0022100057
883,POR,MEM,2021-10-27,0022100063
884,ORL,CHA,2021-10-27,0022100055
885,PHX,SAC,2021-10-27,0022100062
887,BOS,WAS,2021-10-27,0022100056
888,MIL,MIN,2021-10-27,0022100060
891,TOR,IND,2021-10-27,0022100058
896,UTA,DEN,2021-10-26,0022100054
897,OKC,GSW,2021-10-26,0022100051
899,SAS,LAL,2021-10-26,0022100053
902,NYK,PHI,2021-10-26,0022100050
904,DAL,HOU,2021-10-26,0022100052
906,BKN,WAS,2021-10-25,0022100044
908,MIA,ORL,2021-10-25,0022100045
909,CHA,BOS,2021-10-25,0022100041
911,TOR,CHI,2021-10-25,0022100046
913,MIN,NOP,2021-10-25,0022100047
915,DEN,CLE,2021-10-25,0022100048
917,LAC,POR,2021-10-25,0022100049
919,IND,MIL,2021-10-25,0022100042
921,ATL,DET,2021-10-25,0022100043
924,HOU,BOS,2021-10-24,0022100037
926,BKN,CHA,2021-10-24,0022100035
928,OKC,PHI,2021-10-24,0022100038
929,SAC,GSW,2021-10-24,0022100039
932,NYK,ORL,2021-10-24,0022100036
933,LAL,MEM,2021-10-24,0022100040
936,TOR,DAL,2021-10-23,0022100029
937,MIN,NOP,2021-10-23,0022100031
938,CLE,ATL,2021-10-23,0022100027
939,IND,MIA,2021-10-23,0022100028
941,LAC,MEM,2021-10-23,0022100034
943,POR,PHX,2021-10-23,0022100033
945,SAS,MIL,2021-10-23,0022100032
949,CHI,DET,2021-10-23,0022100030
952,PHI,BKN,2021-10-22,0022100021
953,LAL,PHX,2021-10-22,0022100025
954,DEN,SAS,2021-10-22,0022100024
956,HOU,OKC,2021-10-22,0022100023
959,SAC,UTA,2021-10-22,0022100026
960,BOS,TOR,2021-10-22,0022100020
961,CHI,NOP,2021-10-22,0022100022
963,WAS,IND,2021-10-22,0022100019
967,ORL,NYK,2021-10-22,0022100018
970,CLE,CHA,2021-10-22,0022100017
972,ATL,DAL,2021-10-21,0022100014
974,GSW,LAC,2021-10-21,0022100016
975,MIA,MIL,2021-10-21,0022100015
978,UTA,OKC,2021-10-20,0022100011
980,SAS,ORL,2021-10-20,0022100010
981,POR,SAC,2021-10-20,0022100013
983,MEM,CLE,2021-10-20,0022100007
985,NOP,PHI,2021-10-20,0022100009
986,PHX,DEN,2021-10-20,0022100012
990,TOR,WAS,2021-10-20,0022100006
992,CHA,IND,2021-10-20,0022100003
993,DET,CHI,2021-10-20,0022100004
996,NYK,BOS,2021-10-20,0022100005
997,MIN,HOU,2021-10-20,0022100008
1000,LAL,GSW,2021-10-19,0022100002
1002,MIL,BKN,2021-10-19,0022100001
1004,CHI,PHO,2021-10-17,1042100404
1006,MIA,BOS,2021-10-15,0012100059
1007,NYK,WAS,2021-10-15,0012100062
1010,IND,CLE,2021-10-15,0012100061
1012,MIL,DAL,2021-10-15,0012100064
1014,DET,PHI,2021-10-15,0012100060
1016,CHI,MEM,2021-10-15,0012100063
1018,GSW,POR,2021-10-15,0012100066
1020,CHI,PHO,2021-10-15,1042100403
1021,SAS,HOU,2021-10-15,0012100065
1024,SAC,LAL,2021-10-14,0012100058
1026,OKC,DEN,2021-10-14,0012100057
1028,BKN,MIN,2021-10-14,0012100056
1030,ATL,MIA,2021-10-14,0012100055
1034,UTA,MIL,2021-10-13,0012100053
1035,ORL,BOS,2021-10-13,0012100050
1037,CHA,DAL,2021-10-13,0012100048
1038,OKC,DEN,2021-10-13,0012100052
1040,NYK,DET,2021-10-13,0012100051
1042,PHX,POR,2021-10-13,0012100054
1045,IND,MEM,2021-10-13,0012100049
1048,LAL,GSW,2021-10-12,0012100047
1050,WAS,TOR,2021-10-12,0012100046
1052,TOR,HOU,2021-10-11,0012100039
1054,MIA,CHA,2021-10-11,0012100040
1056,PHI,BKN,2021-10-11,0012100041
1058,LAC,MIN,2021-10-11,0012100045
1060,MEM,DET,2021-10-11,0012100042
1062,UTA,NOP,2021-10-11,0012100043
1064,POR,SAC,2021-10-11,0012100044
1066,CLE,CHI,2021-10-10,0012100036
1067,ORL,SAS,2021-10-10,0012100035
1069,MIL,OKC,2021-10-10,0012100037
1071,LAL,PHX,2021-10-10,0012100038
1076,WAS,NYK,2021-10-09,0012100033
1077,MEM,ATL,2021-10-09,0012100034
1079,BOS,TOR,2021-10-09,0012100032
1082,BKN,MIL,2021-10-08,0012100026
1083,SAS,MIA,2021-10-08,0012100029
1085,GSW,LAL,2021-10-08,0012100031
1086,CHI,NOP,2021-10-08,0012100027
1089,DAL,LAC,2021-10-08,0012100028
1092,DEN,MIN,2021-10-08,0012100030
1096,CLE,IND,2021-10-08,0012100025
1098,PHI,TOR,2021-10-07,0012100023
1100,CHA,MEM,2021-10-07,0012100022
1101,HOU,MIA,2021-10-07,0012100024
1104,DET,SAS,2021-10-06,0012100015
1105,ATL,CLE,2021-10-06,0012100016
1107,PHX,LAL,2021-10-06,0012100020
1110,LAC,SAC,2021-10-06,0012100021
1112,GSW,DEN,2021-10-06,0012100019
1115,DAL,UTA,2021-10-06,0012100018
1117,NOP,ORL,2021-10-06,0012100017
1119,CHI,CON,2021-10-06,1042100304
1122,CHI,CLE,2021-10-05,0012100012
1123,MEM,MIL,2021-10-05,0012100014
1124,NYK,IND,2021-10-05,0012100011
1127,HOU,WAS,2021-10-05,0012100013
1130,OKC,CHA,2021-10-04,0012100006
1131,MIA,ATL,2021-10-04,0012100004
1133,BOS,ORL,2021-10-04,0012100003
1136,LAC,DEN,2021-10-04,0012100010
1137,MIN,NOP,2021-10-04,0012100005
1139,SAS,UTA,2021-10-04,0012100007
1140,TOR,PHI,2021-10-04,0012100002
1143,SAC,PHX,2021-10-04,0012100009
1145,POR,GSW,2021-10-04,0012100008
1148,LAL,BKN,2021-10-03,0012100001
1152,CHI,CON,2021-10-03,1042100303
1162,MIN,CHI,2021-09-26,1042100201
1166,CHI,DAL,2021-09-23,1042100111
1172,WAS,MIN,2021-09-19,1022100190
1174,DAL,LAS,2021-09-19,1022100191
1175,CHI,IND,2021-09-19,1022100192
1180,IND,MIN,2021-09-17,1022100184
1185,CHI,LVA,2021-09-17,1022100186
1188,ATL,LAS,2021-09-16,1022100183
1192,ATL,IND,2021-09-14,1022100181
1196,MIN,IND,2021-09-12,1022100178
1199,CHI,WAS,2021-09-12,1022100177
1204,DAL,NYL,2021-09-11,1022100175
1206,MIN,IND,2021-09-10,1022100174
1208,WAS,ATL,2021-09-10,1022100173
1213,ATL,PHO,2021-09-08,1022100170
1217,DAL,CON,2021-09-07,1022100168
1220,IND,PHO,2021-09-06,1022100167
1222,DAL,ATL,2021-09-05,1022100166
1223,CHI,LVA,2021-09-05,1022100165
1226,IND,PHO,2021-09-04,1022100163
1227,MIN,WAS,2021-09-04,1022100164
1237,DAL,ATL,2021-09-02,1022100159
1240,MIN,LAS,2021-09-02,1022100160
1244,MIN,NYL,2021-08-31,1022100157
1245,WAS,CON,2021-08-31,1022100156
1246,IND,LAS,2021-08-31,1022100155
1254,WAS,DAL,2021-08-28,1022100153
1257,IND,LVA,2021-08-28,1022100151
1293,ATL,LVA,2021-08-26,1022100146
1298,WAS,DAL,2021-08-26,1022100148
1318,ATL,CHI,2021-08-24,1022100142
1321,WAS,LAS,2021-08-24,1022100144
1323,MIN,SEA,2021-08-24,1022100141
1326,WAS,SEA,2021-08-22,1022100140
1330,CHI,MIN,2021-08-21,1022100138
1333,ATL,PHO,2021-08-21,1022100137
1363,DAL,IND,2021-08-20,1022100136
1408,PHI,UTA,2021-08-17,1522100070
1409,TOR,BKN,2021-08-17,1522100072
1410,BOS,SAC,2021-08-17,1522100075
1411,MIN,NOP,2021-08-17,1522100074
1412,CHI,DAL,2021-08-17,1022100127
1413,GSW,LAL,2021-08-17,1522100073
1414,MIA,DAL,2021-08-17,1522100069
1415,POR,HOU,2021-08-17,1522100071
1432,WAS,IND,2021-08-16,1522100061
1433,NYK,ATL,2021-08-16,1522100065
1434,CHI,CHA,2021-08-16,1522100068
1435,LAC,MEM,2021-08-16,1522100067
1436,ORL,DET,2021-08-16,1522100066
1440,DEN,MIL,2021-08-16,1522100062
1441,PHX,CLE,2021-08-16,1522100064
1442,OKC,SAS,2021-08-16,1522100063
1448,CHI,SEA,2021-08-15,1022100120
1449,SAC,DAL,2021-08-15,1522100053
1450,CHI,MEM,2021-08-15,1522100060
1451,SAS,BKN,2021-08-15,1522100056
1454,DAL,CON,2021-08-15,1022100121
1456,PHI,MIN,2021-08-15,1522100057
1457,WAS,MIL,2021-08-15,1522100054
1458,NOP,GSW,2021-08-15,1522100059
1459,HOU,ORL,2021-08-15,1522100058
1461,MIN,NYL,2021-08-15,1022100124
1466,LAC,UTA,2021-08-15,1522100055
1479,BOS,PHI,2021-08-14,1522100047
1481,TOR,CHA,2021-08-14,1522100049
1484,DAL,DEN,2021-08-14,1522100045
1485,LAL,DET,2021-08-14,1522100052
1486,NYK,CLE,2021-08-14,1522100050
1490,PHX,POR,2021-08-14,1522100051
1496,MIA,ATL,2021-08-14,1522100046
1504,OKC,IND,2021-08-14,1522100048
1508,SAC,MEM,2021-08-13,1522100043
1509,DET,NYK,2021-08-13,1522100042
1511,OKC,GSW,2021-08-13,1522100041
1512,UTA,MIA,2021-08-13,1522100039
1515,MIL,MIN,2021-08-13,1522100038
1522,CLE,NOP,2021-08-13,1522100040
1532,LAC,LAL,2021-08-13,1522100044
1538,DEN,PHX,2021-08-12,1522100037
1540,BOS,ORL,2021-08-12,1522100034
1541,ATL,PHI,2021-08-12,1522100036
1543,POR,IND,2021-08-12,1522100033
1548,TOR,HOU,2021-08-12,1522100035
1552,CHA,SAS,2021-08-12,1522100030
1557,MIN,CHI,2021-08-12,1522100031
1560,BKN,WAS,2021-08-12,1522100032
1570,LAL,NYK,2021-08-11,1522100029
1571,MEM,MIA,2021-08-11,1522100024
1572,BKN,MIL,2021-08-11,1522100023
1573,GSW,TOR,2021-08-11,1522100027
1580,NOP,OKC,2021-08-11,1522100026
1582,ORL,CLE,2021-08-11,1522100025
1586,DAL,UTA,2021-08-11,1522100028
1600,SAS,CHI,2021-08-10,1522100019
1601,POR,LAC,2021-08-10,1522100022
1603,IND,ATL,2021-08-10,1522100017
1604,WAS,SAC,2021-08-10,1522100021
1605,DEN,BOS,2021-08-10,1522100018
1606,HOU,DET,2021-08-10,1522100020
1613,IND,NYK,2021-08-09,1522100076
1614,MEM,BKN,2021-08-09,1522100011
1615,PHI,DAL,2021-08-09,1522100010
1616,SAC,CHA,2021-08-09,1522100012
1617,UTA,PHX,2021-08-09,1522100016
1619,CHI,NOP,2021-08-09,1522100009
1620,MIL,LAC,2021-08-09,1522100015
1621,GSW,ORL,2021-08-09,1522100014
1623,MIN,SAS,2021-08-09,1522100013
1631,CHA,POR,2021-08-08,1522100003
1632,DET,OKC,2021-08-08,1522100006
1634,ATL,BOS,2021-08-08,1522100001
1635,NYK,TOR,2021-08-08,1522100002
1636,MIA,DEN,2021-08-08,1522100007
1640,PHX,LAL,2021-08-08,1522100008
1641,CLE,HOU,2021-08-08,1522100004
1670,MEM,SAS,2021-08-06,1622100005
1700,GSW,MIA,2021-08-04,1322100003
1702,SAC,LAL,2021-08-04,1322100004
1719,SAC,GSW,2021-08-03,1322100002
1722,MIA,LAL,2021-08-03,1322100001
1847,MIL,PHX,2021-07-20,0042000406
1855,PHX,MIL,2021-07-17,0042000405
1925,MIL,PHX,2021-07-14,0042000404
1965,ATL,IND,2021-07-11,1022100117
1967,DAL,LVA,2021-07-11,1022100115
1971,MIL,PHX,2021-07-11,0042000403
1977,CHI,WAS,2021-07-10,1022100114
1999,IND,NYL,2021-07-09,1022100111
2022,PHX,MIL,2021-07-08,0042000402
2058,MIN,DAL,2021-07-07,1022100107
2061,PHX,MIL,2021-07-06,0042000401
2070,IND,CON,2021-07-03,1022100102
2073,ATL,MIL,2021-07-03,0042000306
2079,DAL,CHI,2021-07-02,1022100098
2083,IND,CON,2021-07-01,1022100097
2084,MIL,ATL,2021-07-01,0042000305
2087,DAL,CHI,2021-06-30,1022100094
2090,LAC,PHX,2021-06-30,0042000316
2095,ATL,MIL,2021-06-29,0042000304
2096,ATL,NYL,2021-06-29,1022100092
2097,WAS,CON,2021-06-29,1022100093
2101,PHX,LAC,2021-06-28,0042000315
2104,ATL,MIL,2021-06-27,0042000303
2112,LAC,PHX,2021-06-26,0042000314
2114,DAL,WAS,2021-06-26,1022100087
2115,ATL,NYL,2021-06-26,1022100088
2134,MIL,ATL,2021-06-25,0042000302
2144,MIN,LVA,2021-06-25,1022100086
2167,IND,DAL,2021-06-24,1022100083
2172,LAC,PHX,2021-06-24,0042000313
2191,ATL,MIN,2021-06-23,1022100082
2196,MIL,ATL,2021-06-23,0042000301
2213,PHX,LAC,2021-06-22,0042000312
2218,PHX,LAC,2021-06-20,0042000311
2219,PHI,ATL,2021-06-20,0042000207
2223,DAL,MIN,2021-06-19,1022100077
2235,WAS,IND,2021-06-19,1022100076
2238,CHI,CON,2021-06-19,1022100075
2244,BKN,MIL,2021-06-19,0042000217
2247,ATL,PHI,2021-06-18,0042000206
2253,LAC,UTA,2021-06-18,0042000226
2275,MIL,BKN,2021-06-17,0042000216
2278,CHI,CON,2021-06-17,1022100071
2279,IND,SEA,2021-06-17,1022100069
2284,WAS,ATL,2021-06-17,1022100070
2289,DAL,MIN,2021-06-17,1022100072
2297,PHI,ATL,2021-06-16,0042000205
2300,UTA,LAC,2021-06-16,0042000225
2320,BKN,MIL,2021-06-15,0042000215
2321,MIN,CHI,2021-06-15,1022100066
2324,IND,SEA,2021-06-15,1022100065
2327,ATL,PHI,2021-06-14,0042000204
2328,LAC,UTA,2021-06-14,0042000224
2331,DEN,PHX,2021-06-13,0042000234
2333,MIL,BKN,2021-06-13,0042000214
2337,ATL,WAS,2021-06-13,1022100062
2343,LAC,UTA,2021-06-12,0042000223
2352,IND,CHI,2021-06-12,1022100059
2353,MIN,LAS,2021-06-12,1022100060
2365,DEN,PHX,2021-06-11,0042000233
2366,ATL,SEA,2021-06-11,1022100057
2379,ATL,PHI,2021-06-11,0042000203
2389,UTA,LAC,2021-06-10,0042000222
2390,MIL,BKN,2021-06-10,0042000213
2403,WAS,LAS,2021-06-10,1022100056
2414,ATL,SEA,2021-06-09,1022100053
2416,PHX,DEN,2021-06-09,0042000232
2425,CHI,IND,2021-06-09,1022100054
2433,PHI,ATL,2021-06-08,0042000202
2434,WAS,MIN,2021-06-08,1022100052
2438,UTA,LAC,2021-06-08,0042000221
2441,PHX,DEN,2021-06-07,0042000231
2442,BKN,MIL,2021-06-07,0042000212
