,Home Team,Away Team,GAME_DATE,GAME_ID
5237,BKN,ATL,2020-12-30,0022000057
5239,MIA,MIL,2020-12-30,0022000058
5240,BOS,MEM,2020-12-30,0022000056
5243,DAL,CHA,2020-12-30,0022000059
5247,CLE,NYK,2020-12-29,0022000046
5248,PHX,NOP,2020-12-29,0022000053
5249,PHI,TOR,2020-12-29,0022000049
5250,IND,BOS,2020-12-29,0022000048
5251,SAC,DEN,2020-12-29,0022000055
5253,OKC,ORL,2020-12-29,0022000052
5254,DET,GSW,2020-12-29,0022000047
5256,LAC,MIN,2020-12-29,0022000054
5258,WAS,CHI,2020-12-29,0022000050
5259,MIA,MIL,2020-12-29,0022000051
5267,OKC,UTA,2020-12-28,0022000043
5268,ATL,DET,2020-12-28,0022000041
5269,DEN,HOU,2020-12-28,0022000044
5272,LAL,POR,2020-12-28,0022000045
5273,BKN,MEM,2020-12-28,0022000042
5277,LAC,DAL,2020-12-27,0022000031
5278,IND,BOS,2020-12-27,0022000037
5279,NYK,MIL,2020-12-27,0022000036
5280,CHA,BKN,2020-12-27,0022000032
5281,CLE,PHI,2020-12-27,0022000035
5283,CHI,GSW,2020-12-27,0022000038
5284,NOP,SAS,2020-12-27,0022000034
5287,LAL,MIN,2020-12-27,0022000040
5291,WAS,ORL,2020-12-27,0022000033
5295,SAC,PHX,2020-12-27,0022000039
5297,CHA,OKC,2020-12-26,0022000022
5298,SAC,PHX,2020-12-26,0022000030
5299,CHI,IND,2020-12-26,0022000026
5300,POR,HOU,2020-12-26,0022000029
5301,DET,CLE,2020-12-26,0022000023
5302,MEM,ATL,2020-12-26,0022000021
5303,SAS,TOR,2020-12-26,0022000027
5305,WAS,ORL,2020-12-26,0022000024
5307,UTA,MIN,2020-12-26,0022000028
5311,NYK,PHI,2020-12-26,0022000025
5317,DEN,LAC,2020-12-25,0022000009
5318,BOS,BKN,2020-12-25,0022000007
5319,LAL,DAL,2020-12-25,0022000008
5320,MIA,NOP,2020-12-25,0022000005
5321,MIL,GSW,2020-12-25,0022000006
5327,ORL,MIA,2020-12-23,0022000012
5328,PHX,DAL,2020-12-23,0022000004
5329,POR,UTA,2020-12-23,0022000020
5330,CLE,CHA,2020-12-23,0022000010
5331,MIN,DET,2020-12-23,0022000018
5332,BOS,MIL,2020-12-23,0022000003
5333,TOR,NOP,2020-12-23,0022000014
5334,PHI,WAS,2020-12-23,0022000013
5335,DEN,SAC,2020-12-23,0022000019
5336,MEM,SAS,2020-12-23,0022000017
5337,CHI,ATL,2020-12-23,0022000015
5348,IND,NYK,2020-12-23,0022000011
5351,BKN,GSW,2020-12-22,0022000001
5352,LAL,LAC,2020-12-22,0022000002
5355,ORL,CHA,2020-12-19,0012000047
5356,WAS,DET,2020-12-19,0012000048
5357,MEM,ATL,2020-12-19,0012000049
5361,BOS,BKN,2020-12-18,0012000041
5362,IND,PHI,2020-12-18,0012000039
5363,PHX,LAL,2020-12-18,0012000046
5364,NYK,CLE,2020-12-18,0012000042
5365,OKC,CHI,2020-12-18,0012000044
5366,DEN,POR,2020-12-18,0012000045
5368,TOR,MIA,2020-12-18,0012000040
5371,NOP,MIL,2020-12-18,0012000043
5377,WAS,DET,2020-12-17,0012000033
5379,ORL,CHA,2020-12-17,0012000032
5380,SAC,GSW,2020-12-17,0012000038
5382,HOU,SAS,2020-12-17,0012000034
5383,DAL,MIN,2020-12-17,0012000036
5385,MEM,ATL,2020-12-17,0012000035
5389,LAC,UTA,2020-12-17,0012000037
5391,DEN,POR,2020-12-16,0012000030
5392,NYK,CLE,2020-12-16,0012000028
5393,PHX,LAL,2020-12-16,0012000031
5394,OKC,CHI,2020-12-16,0012000029
5399,PHI,BOS,2020-12-15,0012000025
5400,HOU,SAS,2020-12-15,0012000026
5403,SAC,GSW,2020-12-15,0012000027
5405,MIN,MEM,2020-12-14,0012000023
5406,MIL,DAL,2020-12-14,0012000022
5407,CLE,IND,2020-12-14,0012000019
5408,UTA,PHX,2020-12-14,0012000024
5409,CHA,TOR,2020-12-14,0012000020
5411,MIA,NOP,2020-12-14,0012000021
5417,POR,SAC,2020-12-13,0012000017
5418,CHI,HOU,2020-12-13,0012000016
5420,ATL,ORL,2020-12-13,0012000013
5421,BKN,WAS,2020-12-13,0012000014
5422,LAL,LAC,2020-12-13,0012000018
5423,DET,NYK,2020-12-13,0012000015
5429,MIN,MEM,2020-12-12,0012000010
5430,UTA,PHX,2020-12-12,0012000012
5431,MIL,DAL,2020-12-12,0012000009
5432,GSW,DEN,2020-12-12,0012000011
5435,CHA,TOR,2020-12-12,0012000006
5437,CLE,IND,2020-12-12,0012000007
5439,SAS,OKC,2020-12-12,0012000008
5443,ATL,ORL,2020-12-11,0012000001
5444,CHI,HOU,2020-12-11,0012000003
5446,LAL,LAC,2020-12-11,0012000004
5448,DET,NYK,2020-12-11,0012000002
5449,POR,SAC,2020-12-11,0012000005
