"Brandon Ingram","NOP",-0.1
"Derrick White","SAS",-0.2
"Jakob Poeltl","SAS",-0.2
"Damian Lillard","POR",-0.2
"Spencer Dinwiddie","WAS",-0.2
"Khris Middleton","MIL",-0.3
"Luke Kennard","LAC",-0.3
"Russell Westbrook","LAL",-0.4
"Bradley Beal","WAS",-0.4
"Norman Powell","POR",-0.5
"Desmond Bane","MEM",-0.5
"Mason Plumlee","CHO",-0.6
"Kelly Oubre Jr.","CHO",-0.6
"Shake Milton","PHI",-0.6
"Kyle Kuzma","WAS",-0.6
"Jae Crowder","PHO",-0.6
"Marcus Smart","BOS",-0.7
"Jaren Jackson Jr.","MEM",-0.7
"Aaron Gordon","DEN",-0.7
"Carmelo Anthony","LAL",-0.7
"Jordan Poole","GSW",-1.
"Franz Wagner","ORL",-1.1
"Bogdan Bogdanović","ATL",-1.2
"Ricky Rubio","CLE",-1.3
"Jae'Sean Tate","HOU",-1.4
"Gordon Hayward","CHO",-1.4
"Duncan Robinson","MIA",-1.5
"Eric Bledsoe","LAC",-1.6
"Luguentz Dort","OKC",-1.7
"Seth Curry","PHI",-1.7
"Kevin Huerter","ATL",-1.8
"Terance Mann","LAC",-1.9
"Dennis Schröder","BOS",-2.
"Monte Morris","DEN",-2.
"Marcus Morris","LAC",-2.
"Justin Holiday","IND",-2.
"Robert Covington","POR",-2.
"Tim Hardaway Jr.","DAL",-2.1
"Eric Gordon","HOU",-2.1
"Joe Harris","BRK",-2.2
"Devonte' Graham","NOP",-2.2
"Josh Giddey","OKC",-2.2
"De'Aaron Fox","SAC",-2.2
"George Hill","MIL",-2.3
"Evan Fournier","NYK",-2.3
"Doug McDermott","SAS",-2.5
"Caris LeVert","IND",-2.5
"Malik Beasley","MIN",-2.5
"Reggie Jackson","LAC",-2.6
"Cade Cunningham","DET",-2.6
"Keldon Johnson","SAS",-2.7
"Chris Duarte","IND",-2.9
"Isaiah Stewart","DET",-3.2
"Herb Jones","NOP",-3.3
"Nickeil Alexander-Walker","NOP",-3.5
"Isaac Okoro","CLE",-3.6
"RJ Barrett","NYK",-3.6
"Dillon Brooks","MEM",-3.7
"Saddiq Bey","DET",-3.7
"Killian Hayes","DET",-4.2
"Patrick Williams","CHI",-4.3
"Darius Bazley","OKC",-4.3
"Davion Mitchell","SAC",-4.5
"Brook Lopez","MIL",-4.7
"Precious Achiuwa","TOR",-4.7
"Talen Horton-Tucker","LAL",-4.9
"Collin Sexton","CLE",-5.1
"Michael Porter Jr.","DEN",-5.3
"Gary Harris","ORL",-5.3
"Kevin Porter Jr.","HOU",-5.4
"De'Andre Hunter","ATL",-5.6
"Jaden McDaniels","MIN",-5.7
"Jalen Green","HOU",-5.8
"Jalen Suggs","ORL",-6.8
