,GAME_ID,Player
0,0011900074,Ben Simmons
1,0011900074,Raul Neto
2,0011900074,Troy Brown Jr.
3,0011900074,John Wall
4,0011900074,Isaiah Thomas
5,0011900070,Shaquille Harrison
6,0011900070,Luol Deng
7,0011900070,Chandler Hutchison
8,0011900070,Kevin Huerter
9,0011900070,Cam Reddish
10,0011900070,Chandler Parsons
11,0011900070,John Collins
12,0011900070,Allen Crabbe
13,0011900048,Darius Miller
14,0011900024,Dwight Powell
15,0011900024,J.J. Barea
16,0011900028,Chandler Hutchison
17,0011900028,Wendell Carter Jr.
18,0011900028,Shaquille Harrison
19,0011900028,Darius Miller
20,0011900013,Jon Davis
21,0011900016,George Hill
22,0011900016,Eric Bledsoe
23,0011900016,Khris Middleton
24,0011900016,D.J. Wilson
25,0011900016,Giannis Antetokounmpo
26,0011900016,Ersan Ilyasova
27,0011900016,Shaquille Harrison
28,0011900016,Luke Kornet
29,0011900016,Wendell Carter Jr.
30,0011900016,Chandler Hutchison
31,0011900007,Trey Lyles
32,0011900007,DeMar DeRozan
33,0011900007,DeMarre Carroll
34,0011900007,Marco Belinelli
35,0011900007,Patty Mills
36,0011900004,Kevin Durant
37,1041900302,Kiara Leslie
38,1041900301,Kiara Leslie
39,1021900202,Sue Bird
40,1021900202,Kayla Thornton
41,1021900202,Tayler Hill
42,1021900202,Azurá Stevens
