,GAME_ID,Player
0,0021800397,Timofey Mozgov
1,0021800397,Amile Jefferson
2,0021800397,Evan Fournier
3,0021800397,Troy Caupain
4,0021800397,Ray Spalding
5,0021800397,Dennis Smith Jr.
6,0021800397,Dirk Nowitzki
7,0021800397,Daryl Macon
8,0021800397,Kostas Antetokounmpo
9,0021800393,Kyrie Irving
10,0021800393,Gordon Hayward
11,0021800393,Al Horford
12,0021800393,Jabari Bird
13,0021800393,Guerschon Yabusele
14,0021800393,Elfrid Payton
15,0021800393,Trevon Bluiett
16,0021800393,E'Twaun Moore
17,0021800393,Frank Jackson
18,0021800395,Trevon Duval
19,0021800395,Christian Wood
20,0021800395,Pat Connaughton
21,0021800395,Jaylen Morris
22,0021800395,John Henson
23,0021800395,David Nwaba
24,0021800395,JR Smith
25,0021800395,Kevin Love
26,0021800399,Johnathan Motley
27,0021800399,Luc Mbah a Moute
28,0021800399,Angel Delgado
29,0021800399,Jerome Robinson
30,0021800399,Jamal Crawford
31,0021800399,Devin Booker
32,0021800396,Grayson Allen
33,0021800396,Tyler Cavanaugh
34,0021800396,Naz Mitrou-Long
35,0021800396,Tony Bradley
36,0021800396,Tyler Davis
37,0021800396,Andre Roberson
38,0021800396,Timothe Luwawu-Cabarrot
39,0021800392,Demetrius Jackson
40,0021800392,Zhaire Smith
41,0021800392,Markelle Fultz
42,0021800392,Jonah Bolden
43,0021800392,Ish Smith
44,0021800392,Reggie Bullock
45,0021800392,Zach Lofton
46,0021800392,Keenan Evans
47,0021800392,Stanley Johnson
48,0021800400,Jerryd Bayless
49,0021800400,Keita Bates-Diop
50,0021800400,Jared Terrell
51,0021800400,C.J. Williams
52,0021800400,DeMarcus Cousins
53,0021800400,Damian Jones
54,0021800400,Marcus Derrickson
55,0021800400,Damion Lee
56,0021800390,Georges Niang
57,0021800390,Tony Bradley
58,0021800390,Tyler Cavanaugh
59,0021800390,Naz Mitrou-Long
60,0021800390,Dejounte Murray
61,0021800390,Ben Moore
62,0021800390,Lonnie Walker IV
63,0021800390,Pau Gasol
64,0021800388,D.J. Wilson
65,0021800388,Jaylen Morris
66,0021800388,Christian Wood
67,0021800388,Trevon Duval
68,0021800388,Jordan Loyd
69,0021800388,Chris Boucher
70,0021800388,Norman Powell
71,0021800387,Elfrid Payton
72,0021800387,Trevon Bluiett
73,0021800387,Kenrich Williams
74,0021800387,Frank Jackson
75,0021800387,Keenan Evans
76,0021800387,Ish Smith
77,0021800387,Reggie Bullock
78,0021800387,Zach Lofton
79,0021800387,Stanley Johnson
80,0021800389,J.P. Macura
81,0021800389,Joe Chealey
82,0021800389,Dwayne Bacon
83,0021800389,Kristaps Porzingis
84,0021800389,Lance Thomas
85,0021800389,Isaiah Hicks
86,0021800389,Trey Burke
87,0021800384,Ivan Rabb
88,0021800384,Yuta Watanabe
89,0021800384,Jevon Carter
90,0021800384,Dillon Brooks
91,0021800384,Rajon Rondo
92,0021800384,Brandon Ingram
93,0021800384,Alex Caruso
94,0021800384,Johnathan Williams
95,0021800378,Dennis Smith Jr.
96,0021800378,Kostas Antetokounmpo
97,0021800378,Maxi Kleber
98,0021800378,Ray Spalding
99,0021800378,Dirk Nowitzki
100,0021800378,Daryl Macon
101,0021800378,Isaiah Hartenstein
102,0021800378,Carmelo Anthony
103,0021800378,Vincent Edwards
104,0021800378,Brandon Knight
105,0021800378,Zhou Qi
106,0021800382,Lance Thomas
107,0021800382,Isaiah Hicks
108,0021800382,Trey Burke
109,0021800382,Kristaps Porzingis
110,0021800382,Treveon Graham
111,0021800382,Theo Pinson
112,0021800382,Alan Williams
113,0021800382,Dzanan Musa
114,0021800382,Caris LeVert
115,0021800386,Johnathan Motley
116,0021800386,Jerome Robinson
117,0021800386,Luc Mbah a Moute
118,0021800386,Angel Delgado
119,0021800386,Yante Maten
120,0021800386,Wayne Ellington
121,0021800386,Dion Waiters
122,0021800386,Duncan Robinson
123,0021800385,C.J. Williams
124,0021800385,Jared Terrell
125,0021800385,Jerryd Bayless
126,0021800385,Keita Bates-Diop
127,0021800385,Gary Trent Jr.
128,0021800385,Anfernee Simons
129,0021800379,Wenyen Gabriel
130,0021800379,Zach Randolph
131,0021800379,Iman Shumpert
132,0021800379,Skal Labissiere
133,0021800379,Victor Oladipo
134,0021800379,Davon Reed
135,0021800379,Ike Anigbogu
136,0021800381,David Nwaba
137,0021800381,JR Smith
138,0021800381,John Henson
139,0021800381,Kevin Love
140,0021800381,Matthew Dellavedova
141,0021800381,Jordan McRae
142,0021800381,Troy Brown Jr.
143,0021800381,Okaro White
144,0021800381,Devin Robinson
145,0021800381,Dwight Howard
146,0021800380,Taurean Prince
147,0021800380,Daniel Hamilton
148,0021800380,Miles Plumlee
149,0021800380,Alex Poythress
150,0021800380,Jeremy Lin
151,0021800380,Omari Spellman
152,0021800380,Isaiah Thomas
153,0021800380,Will Barton
154,0021800380,Jarred Vanderbilt
155,0021800380,Michael Porter Jr.
156,0021800380,Gary Harris
157,0021800380,Paul Millsap
158,0021800383,Denzel Valentine
159,0021800383,Bobby Portis
160,0021800383,Rawle Alkins
161,0021800383,Kris Dunn
162,0021800383,Tyler Ulis
163,0021800383,Jabari Bird
164,0021800383,Aron Baynes
165,0021800383,P.J. Dozier
166,0021800383,Robert Williams III
167,0021800368,Bismack Biyombo
168,0021800368,Joe Chealey
169,0021800368,J.P. Macura
170,0021800368,Isaiah Thomas
171,0021800368,Will Barton
172,0021800368,Jarred Vanderbilt
173,0021800368,Michael Porter Jr.
174,0021800368,Thomas Welsh
175,0021800368,Gary Harris
176,0021800377,Matthew Dellavedova
177,0021800377,Christian Wood
178,0021800377,John Henson
179,0021800377,Jaylen Morris
180,0021800377,Draymond Green
181,0021800377,DeMarcus Cousins
182,0021800377,Damian Jones
183,0021800377,Damion Lee
184,0021800373,Kris Dunn
185,0021800373,Denzel Valentine
186,0021800373,Bobby Portis
187,0021800373,Tyler Ulis
188,0021800373,Rawle Alkins
189,0021800373,Andre Roberson
190,0021800373,Timothe Luwawu-Cabarrot
191,0021800373,Tyler Davis
192,0021800371,Alan Williams
193,0021800371,Dzanan Musa
194,0021800371,Theo Pinson
195,0021800371,Treveon Graham
196,0021800371,Caris LeVert
197,0021800371,Chris Boucher
198,0021800371,Norman Powell
199,0021800371,Jordan Loyd
200,0021800372,George Hill
201,0021800372,JR Smith
202,0021800372,Kevin Love
203,0021800372,David Nwaba
204,0021800372,Sam Dekker
205,0021800372,Ben McLemore
206,0021800372,Zach Randolph
207,0021800372,Skal Labissiere
208,0021800372,Wenyen Gabriel
209,0021800374,Yuta Watanabe
210,0021800374,Ivan Rabb
211,0021800374,Dillon Brooks
212,0021800374,Jevon Carter
213,0021800374,Chandler Parsons
214,0021800374,Trevon Bluiett
215,0021800374,Frank Jackson
216,0021800374,Kenrich Williams
217,0021800374,Elfrid Payton
218,0021800376,Duncan Robinson
219,0021800376,Dion Waiters
220,0021800376,Yante Maten
221,0021800376,Wayne Ellington
222,0021800376,T.J. Warren
223,0021800376,Devin Booker
224,0021800369,Zhaire Smith
225,0021800369,Shake Milton
226,0021800369,Joel Embiid
227,0021800369,Markelle Fultz
228,0021800369,Demetrius Jackson
229,0021800369,Reggie Bullock
230,0021800369,Keenan Evans
231,0021800369,Zach Lofton
232,0021800369,Ish Smith
233,0021800370,Troy Caupain
234,0021800370,Timofey Mozgov
235,0021800370,Melvin Frazier Jr.
236,0021800370,Amile Jefferson
237,0021800370,Ike Anigbogu
238,0021800370,Victor Oladipo
239,0021800370,Davon Reed
240,0021800370,Domantas Sabonis
241,0021800375,Johnathan Williams
242,0021800375,Alex Caruso
243,0021800375,Rajon Rondo
244,0021800375,Brandon Ingram
245,0021800375,Dejounte Murray
246,0021800375,Drew Eubanks
247,0021800375,Ben Moore
248,0021800375,Lonnie Walker IV
249,0021800375,Pau Gasol
250,0021800366,Devin Booker
251,0021800366,George King
252,0021800366,T.J. Warren
253,0021800366,CJ McCollum
254,0021800366,Anfernee Simons
255,0021800367,Tyler Cavanaugh
256,0021800367,Georges Niang
257,0021800367,Naz Mitrou-Long
