,GAME_ID,Player
0,0021801207,Harry Giles III
1,0021801207,Wenyen Gabriel
2,0021801207,Kosta Koufos
3,0021801207,Alec Burks
4,0021801207,Jrue Holiday
5,0021801207,Trevon Bluiett
6,0021801207,E'Twaun Moore
7,0021801195,Ryan Anderson
8,0021801195,Josh Richardson
9,0021801195,Patrick McCaw
10,0021801195,Jordan Loyd
11,0021801206,Paul Millsap
12,0021801206,Jamal Murray
13,0021801206,Nikola Jokic
14,0021801206,Michael Porter Jr.
15,0021801206,Gary Trent Jr.
16,0021801206,Jusuf Nurkic
17,0021801193,Malcolm Brogdon
18,0021801193,Nikola Mirotic
19,0021801193,Pau Gasol
20,0021801193,Donte DiVincenzo
21,0021801193,Alan Williams
22,0021801193,Theo Pinson
23,0021801193,Allen Crabbe
24,0021801193,Dzanan Musa
25,0021801194,James Ennis III
26,0021801194,Haywood Highsmith
27,0021801194,Jimmy Butler
28,0021801194,Furkan Korkmaz
29,0021801194,Otto Porter Jr.
30,0021801194,Lauri Markkanen
31,0021801194,Chandler Hutchison
32,0021801194,Zach LaVine
33,0021801194,Wendell Carter Jr.
34,0021801194,Kris Dunn
35,0021801194,Denzel Valentine
36,0021801180,Tony Parker
37,0021801180,Marvin Williams
38,0021801180,Cody Zeller
39,0021801180,Joe Chealey
40,0021801180,Jordan Loyd
41,0021801180,Patrick McCaw
42,0021801186,Svi Mykhailiuk
43,0021801186,Kalin Lucas
44,0021801186,Isaiah Whitehead
45,0021801186,Jose Calderon
46,0021801186,Donte Grantham
47,0021801186,Andre Roberson
48,0021801186,Jawun Evans
49,0021801192,Luc Mbah a Moute
50,0021801192,Patrick Beverley
51,0021801192,JaMychal Green
52,0021801192,Lonzo Ball
53,0021801192,Brandon Ingram
54,0021801192,Kyle Kuzma
55,0021801192,Josh Hart
56,0021801192,LeBron James
57,0021801183,P.J. Dozier
58,0021801183,RJ Hunter
59,0021801183,Jaylen Brown
60,0021801183,Victor Oladipo
61,0021801183,Davon Reed
62,0021801183,Darren Collison
63,0021801185,Ryan Anderson
64,0021801185,Josh Richardson
65,0021801185,Robert Covington
66,0021801185,Luol Deng
67,0021801185,Derrick Rose
68,0021801185,Jeff Teague
69,0021801185,Taj Gibson
70,0021801181,Omari Spellman
71,0021801181,Alex Poythress
72,0021801181,Kent Bazemore
73,0021801181,Miles Plumlee
74,0021801181,Dewayne Dedmon
75,0021801181,Mo Bamba
76,0021801181,Timofey Mozgov
77,0021801181,Markelle Fultz
78,0021801181,Troy Caupain
79,0021801189,E'Twaun Moore
80,0021801189,Jrue Holiday
81,0021801189,Trevon Bluiett
82,0021801189,Tyler Johnson
83,0021801189,Kelly Oubre Jr.
84,0021801189,T.J. Warren
85,0021801189,Deandre Ayton
86,0021801189,George King
87,0021801188,Dante Exum
88,0021801188,Raul Neto
89,0021801188,Derrick Favors
90,0021801188,Kyle Korver
91,0021801188,Harry Giles III
92,0021801188,Wenyen Gabriel
